1,1,10,4.856348276138306
20,10,20,83.6598973274231
20,20,20,200.7205672264099
20,30,20,453.0404233932495
20,40,20,408.76474618911743
20,50,20,524.9939277172089
50,5,50,92.80465006828308
50,10,50,345.6229512691498
40,10,50,234.4175341129303
30,10,50,174.31335735321045
20,10,50,173.03818655014038
10,10,50,176.3943271636963
