1,1,10,220.33359122276306
use sessions for posting

1,1,10,155.42832827568054
20,10,20,505.43556118011475
20,20,20,995.7209224700928
20,30,20,1534.1784362792969
20,40,20,2010.3115701675415
20,10,20,545.3857100009918
20,50,20,2713.868230342865
